ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
3698,0.54,1.26,1.25,1.95,0.0,0.0,0.0,0.0,-0.14,,-0.45,43.0,,1321308.26,28,G365D,agriculture,4.0,0
3699,1.0,1.27,0.9,1.48,0.0,0.0,0.0,0.0,,-0.1,0.03,43.0,,25935.13,29,G365D,selfemployed,2.0,0
3700,0.54,1.0,0.98,1.09,0.0,0.0,0.0,0.0,,0.17,0.2,65.0,,3002397.15,27,G365D,salaried,26.0,0
3701,0.52,0.86,0.93,1.07,0.0,0.0,0.0,0.0,-0.14,-0.47,-0.54,32.0,,178548.13,29,G365D,student,21.0,0
3702,0.49,1.51,1.26,1.76,0.0,0.0,0.0,0.0,,-0.28,0.44,38.0,101.0,621984.16,28,G365D,agriculture,34.0,0
3703,0.41,1.15,1.09,1.37,0.0,0.0,0.0,0.0,1.07,-0.64,-0.67,28.0,,162808.89,28,G365D,selfemployed,45.0,0
3704,0.53,1.02,0.91,0.72,0.0,0.0,0.0,0.0,0.05,-0.1,-0.21,37.0,97.0,1551.29,27,G365D,salaried,2.0,0
3705,0.47,0.62,0.86,0.65,0.0,0.0,0.0,0.004310345,0.03,-0.09,-0.09,66.0,98.0,268381.54,26,G365D,selfemployed,2.0,0
3706,0.58,1.07,1.01,1.42,0.0,0.0,0.0,0.0,0.0,,-0.48,9.0,,55957.03,28,G365D,salaried,43.0,0
3707,0.48,1.0,0.75,1.46,0.0,1.0,0.0,0.4,,,,,2.0,37781.71,26,G365D,selfemployed,46.0,0
3708,0.43,1.99,0.88,3.44,0.0,1.0,0.0,0.025641026,-0.32,,-0.43,21.0,,3438595.52,26,G365D,agriculture,41.0,0
3709,0.47,1.28,0.96,1.59,0.0,1.0,0.0,0.115384615,-0.45,-0.06,-0.03,96.0,181.0,18716820.2,26,G365D,selfemployed,2.0,0
3710,0.63,1.85,1.47,2.89,0.0,0.0,0.0,0.003472222,,-0.23,-0.33,41.0,,7541775.7,27,G365D,selfemployed,26.0,0
3711,0.42,0.92,1.14,0.72,0.0,1.0,0.0,0.002638522,-0.26,0.36,-0.36,84.0,,17927229.2,26,G365D,salaried,15.0,0
3712,0.54,1.19,1.84,0.84,0.0,0.0,0.25,0.0,0.07,-0.26,-0.48,112.0,,215880.58,28,G365D,others,7.0,0
3713,0.77,1.65,1.15,2.17,0.0,0.0,0.0,0.0,-0.24,-0.14,-0.32,686.0,1613.0,427040.22,27,G365D,student,20.0,0
3714,0.66,1.09,1.17,0.74,0.0,2.0,0.0,0.057971014,0.01,-0.22,-0.16,831.0,1407.0,8442.63,26,G365D,selfemployed,45.0,0
3715,0.36,0.56,0.82,0.6,0.0,0.0,0.0,0.0,-0.21,-0.17,-0.27,681.0,1669.0,32400.1,25,G365D,selfemployed,2.0,0
3716,0.69,1.44,1.28,1.92,0.0,2.0,0.0,0.01396648,-0.01,-0.23,-0.34,814.0,1391.0,-5745333.59,25,G365D,salaried,4.0,0
3717,0.8,1.16,1.1,1.18,1.0,0.0,0.064781022,0.0,0.22,0.0,0.02,798.0,1750.0,43651.0,25,G365D,selfemployed,33.0,0
3718,0.4,0.48,0.64,0.44,0.0,0.0,0.064558921,0.0,,0.02,0.15,204.0,,131131.53,27,G365D,housewife,26.0,0
3719,0.49,0.82,0.96,0.8,0.0,0.0,0.017857143,0.012658228,0.02,-0.02,0.7,41.0,88.0,62545.14,25,G365D,selfemployed,2.0,0
3720,0.53,1.03,1.12,0.84,0.0,1.0,0.0,0.002793296,,,-0.63,,,904436.45,27,G365D,student,24.0,0
3721,0.62,1.78,0.79,2.46,0.0,1.0,0.0,0.166666667,0.14,0.04,-0.2,42.0,,8352388.69,26,G365D,selfemployed,3.0,0
3722,0.58,1.01,0.82,0.72,0.0,1.0,0.0,0.666666667,-0.31,-0.34,-0.66,32.0,,10217445.79,27,G365D,agriculture,35.0,0
3723,0.51,0.51,0.55,0.42,0.0,0.0,0.0,0.0,0.0,,-0.19,11.0,14.0,166206.63,27,G365D,student,20.0,0
3724,0.38,1.23,1.19,1.1,0.0,0.0,0.0,0.0,0.32,-0.32,-0.37,16.0,24.0,88661.23,25,G365D,selfemployed,31.0,0
3725,0.51,0.58,0.41,2.7,0.0,0.0,0.0,0.0,-0.03,,-0.22,112.0,,91802.0,26,G365D,student,27.0,0
3726,0.53,0.44,0.1,2.43,0.0,0.0,0.0,0.0,-0.01,-0.03,0.03,173.0,,2243634.6,26,G365D,salaried,37.0,0
3727,0.4,1.43,1.3,3.16,0.0,0.0,0.0,0.026086957,-0.16,5.18,-0.48,45.0,,33277.34,25,G365D,selfemployed,22.0,0
3728,0.61,1.18,1.37,1.82,0.0,0.0,0.12,0.0,,0.19,0.14,73.0,127.0,2269756.17,28,G365D,student,23.0,0
3729,0.43,1.42,0.86,2.9,1.0,0.0,0.0,0.0,-0.13,,-0.12,27.0,74.0,26018232.83,26,G365D,selfemployed,4.0,0
3730,0.75,1.07,1.19,1.41,0.0,1.0,0.0,0.003703704,0.91,-0.35,-0.53,85.0,,1582.0,25,G365D,selfemployed,2.0,0
3731,1.0,1.0,1.0,1.0,1.0,0.0,0.006993007,0.00330033,1.06,-0.33,-0.6,79.0,,13377389.32,27,G365D,selfemployed,43.0,0
3732,0.55,1.37,1.56,1.93,0.0,0.0,0.0,0.0,1.0,-0.37,-0.54,82.0,,-708685254.7,27,G365D,selfemployed,14.0,0
3733,0.46,1.03,1.01,1.02,1.0,0.0,0.0,0.0,,0.19,0.2,178.0,,672242.0,25,G365D,selfemployed,52.0,0
3734,0.89,1.19,0.97,1.33,0.0,0.0,0.0,0.0,2.25,-0.46,0.34,58.0,109.0,1250152.46,24,G365D,selfemployed,50.0,0
3735,0.59,1.49,0.94,1.88,0.0,0.0,0.0,0.0,0.26,-0.49,-0.01,57.0,112.0,406112.95,24,G365D,selfemployed,33.0,0
3736,0.51,0.9,0.65,0.8,0.0,0.0,0.0,0.0,0.11,0.0,0.49,54.0,54.0,3415613.58,27,G365D,selfemployed,46.0,0
3737,0.75,1.36,0.93,1.36,,0.0,0.014925373,0.01010101,0.07,-0.45,-0.54,86.0,,1172192.99,24,G365D,selfemployed,3.0,0
3738,0.71,1.42,0.65,1.67,1.0,0.0,0.0,0.0,0.13,0.0,-0.01,241.0,,256338.02,25,G365D,selfemployed,9.0,0
3739,0.57,1.62,1.3,2.31,1.0,2.0,0.0,0.038461538,,,-0.44,15.0,,-521821775.7,27,G365D,student,22.0,0
3740,0.4,1.16,0.71,1.31,1.0,0.0,0.0,0.020833333,,,-0.62,15.0,,103413.81,24,G365D,selfemployed,5.0,0
3741,0.35,1.28,,0.99,0.0,0.0,0.055718475,0.086227545,,,-0.7,9.0,,1511090.89,24,G365D,others,9.0,0
3742,0.52,1.38,1.67,0.7,0.0,0.0,0.064903846,0.083096591,-0.15,0.06,0.14,173.0,326.0,-6208972.8,26,G365D,others,10.0,0
3743,0.47,0.73,1.13,1.41,0.0,0.0,0.0,0.0,,,0.0,,3.0,1064096.24,27,G365D,others,4.0,0
3744,1.0,1.12,1.13,1.13,0.0,1.0,0.088235294,0.01754386,,-0.11,-0.33,63.0,,325.42,24,G365D,selfemployed,40.0,0
3745,0.44,1.01,0.96,1.38,0.0,0.0,0.0,0.0,0.04,-0.18,-0.07,77.0,,20854.16,26,G365D,selfemployed,6.0,0
3746,0.4,0.99,0.77,1.63,0.0,0.0,0.0,0.0,0.02,-0.35,-0.16,67.0,,550538.15,26,G365D,selfemployed,31.0,0
3747,0.42,0.57,1.02,0.82,0.0,0.0,0.0,0.0,-0.04,,0.63,77.0,,-4785305.13,27,G365D,agriculture,25.0,0
3748,1.0,1.25,0.85,1.2,0.0,0.0,0.0,0.0,,,-0.81,7.0,21.0,31196457.63,24,G365D,housewife,25.0,0
3749,0.7,1.32,1.07,1.43,1.0,0.0,0.0,0.0,-0.18,0.01,0.02,181.0,196.0,42259114.75,25,G365D,selfemployed,40.0,0
3750,0.53,1.16,0.84,1.44,0.0,1.0,0.0,0.002227171,-0.38,-0.12,-0.41,49.0,134.0,-2728806668.0,25,G365D,student,21.0,0
3751,0.58,0.88,0.91,1.49,0.0,0.0,0.0,0.0,0.02,-0.47,-0.03,122.0,,53928.86,24,G365D,selfemployed,35.0,0
3752,0.52,1.43,1.74,0.88,0.0,0.0,0.0,0.0,0.11,-0.03,-0.37,40.0,96.0,391388.53,26,G365D,housewife,59.0,0
3753,0.49,1.05,0.95,1.11,0.0,0.0,0.0,0.0,,0.0,-0.2,4.0,4.0,838102.8,26,G365D,salaried,7.0,0
3754,0.34,1.9,1.26,2.63,0.0,0.0,0.0,0.004166667,-0.06,,-0.4,128.0,,557573.98,26,G365D,salaried,4.0,0
3755,0.36,1.09,0.4,1.33,0.0,0.0,0.0,0.0,-0.51,-0.12,-0.27,76.0,,4681372.75,25,G365D,housewife,31.0,0
3756,0.45,1.26,0.67,2.72,0.0,0.0,0.0,0.0078125,-0.26,-0.37,-0.07,156.0,,495597.93,24,G365D,student,20.0,0
3757,0.52,1.11,1.1,1.01,0.0,0.0,0.0,0.013333333,0.12,0.98,0.25,112.0,,379642.54,27,G365D,housewife,67.0,0
3758,0.56,1.11,0.8,1.42,0.0,0.0,0.046511628,0.0,-0.15,-0.43,-0.21,108.0,,14144.96,27,G365D,selfemployed,2.0,0
3759,0.41,0.22,1.22,0.38,0.0,0.0,0.048192771,0.0,-0.19,,-0.01,30.0,52.0,-627783262.5,27,G365D,selfemployed,32.0,0
3760,0.44,1.0,1.01,1.15,0.0,0.0,0.011560694,0.0,,-0.48,-0.48,3.0,,10956936.3,25,G365D,student,20.0,0
3761,0.37,1.29,1.51,1.53,0.0,0.0,0.0,0.0,0.18,,-0.25,28.0,36.0,-9606576.78,25,G365D,selfemployed,33.0,0
3762,0.24,2.29,1.98,9.61,0.0,0.0,0.0,0.01056338,-0.27,,-0.59,64.0,,22872.65,25,G365D,selfemployed,29.0,0
3763,0.63,0.89,0.92,1.23,0.0,0.0,0.0,0.0,0.03,-0.2,0.55,121.0,,2257293.72,24,G365D,housewife,63.0,0
3764,0.67,1.0,1.8,0.0,0.0,0.0,0.0,0.222222222,-0.07,,-0.37,53.0,,1435254.5,449,G365D,student,45.0,0
3765,0.83,1.03,2.2,0.0,0.0,2.0,0.0,0.017699115,0.69,-0.18,-0.26,132.0,251.0,10551.5,24,G365D,salaried,26.0,0
3766,0.75,1.91,2.75,0.0,0.0,0.0,0.0,0.033783784,-0.06,0.24,-0.17,49.0,,106860.97,25,G365D,selfemployed,26.0,0
3767,0.58,0.93,0.59,0.58,0.0,0.0,0.0,0.0,-0.1,,-0.55,41.0,,35233.94,25,G365D,selfemployed,26.0,0
3768,0.57,1.22,1.38,0.41,0.0,0.0,0.0,0.000974659,0.14,0.24,-0.25,174.0,,10784.12,319,G365D,selfemployed,47.0,0
3769,0.6,1.2,0.0,0.98,1.0,0.0,0.0,0.0,,-0.2,-0.2,3.0,,201772.56,24,G365D,agriculture,25.0,0
3770,0.83,1.08,0.9,1.02,0.0,0.0,0.0,0.0,,,,,,664567.89,26,G365D,selfemployed,2.0,0
3771,0.73,1.0,0.72,1.36,0.0,0.0,0.0,0.003546099,,-0.05,-0.16,45.0,,504217.33,24,G365D,salaried,30.0,0
3772,0.71,0.94,0.9,1.05,0.0,0.0,0.0,0.006116208,,-0.5,-0.48,,,3633502.63,25,G365D,selfemployed,28.0,0
3773,0.37,1.27,1.26,1.17,0.0,0.0,0.020833333,0.02020202,-0.03,-0.17,-0.21,104.0,,-4034643.9,24,G365D,selfemployed,28.0,0
3774,0.69,1.32,1.67,2.94,0.0,0.0,0.0,0.0,0.01,,3.59,84.0,130.0,-245543657.6,23,G365D,selfemployed,28.0,0
3775,0.45,1.2,2.55,,0.0,0.0,0.0,0.0,-0.24,0.36,-0.04,55.0,154.0,-122652289.4,23,G365D,selfemployed,28.0,0
3776,0.46,0.97,0.92,0.87,0.0,0.0,0.0,0.011363636,,-0.08,-0.1,44.0,,27860.68,26,G365D,selfemployed,2.0,0
3777,0.93,1.13,1.1,1.23,0.0,0.0,0.0,0.010582011,,0.1,-0.18,48.0,,371635.67,23,G365D,selfemployed,22.0,0
3778,0.39,1.14,1.07,0.78,0.0,0.0,0.011363636,0.0,,-0.27,-0.37,16.0,27.0,145977.65,25,G365D,selfemployed,5.0,0
3779,0.55,1.08,1.11,0.94,0.0,0.0,0.0,0.0,-0.13,-0.42,-0.18,37.0,,23799267.9,24,G365D,selfemployed,4.0,0
3780,0.41,1.02,0.98,0.97,0.0,0.0,0.0,0.0,-0.05,-0.33,-0.4,138.0,,3234.2,24,G365D,student,20.0,0
3781,0.63,1.14,1.08,1.26,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,,3335.3,25,G365D,selfemployed,8.0,0
3782,1.0,1.0,,1.0,0.0,0.0,0.0,0.044280443,-0.01,0.25,-0.05,50.0,,1367403.58,26,G365D,salaried,7.0,0
3783,0.71,1.39,1.67,1.01,0.0,1.0,0.0,0.010869565,-0.15,-0.59,1.25,69.0,,66517.16,24,G365D,selfemployed,32.0,0
3784,0.25,1.0,0.0,1.45,0.0,0.0,0.0,0.0,,-0.16,-0.03,172.0,242.0,654092.13,23,G365D,salaried,31.0,0
3785,0.48,0.99,0.92,0.92,1.0,0.0,0.0,0.0,,-0.05,-0.29,55.0,98.0,7662375.55,24,G365D,selfemployed,2.0,0
3786,0.33,1.04,1.21,2.0,0.0,0.0,0.0,0.0,-0.2,-0.39,-0.49,112.0,185.0,30569.35,25,G365D,housewife,39.0,0
3787,0.4,1.25,1.08,1.24,0.0,0.0,0.0,0.0,0.36,-0.37,-0.21,146.0,298.0,-7378414.35,24,G365D,housewife,32.0,0
3788,0.77,0.71,0.26,0.84,0.0,0.0,0.0,0.027027027,-0.17,-0.53,-0.55,22.0,51.0,2146.74,25,G365D,selfemployed,40.0,0
3789,0.53,1.16,0.88,1.15,0.0,0.0,0.0,0.0,0.0,-0.1,0.04,316.0,704.0,14002.21,24,G365D,selfemployed,28.0,0
3790,0.34,0.79,0.99,1.02,0.0,0.0,0.0,0.0,-0.05,0.11,-0.02,341.0,687.0,212518.31,22,G365D,agriculture,21.0,0
3791,0.38,0.91,2.13,1.29,0.0,0.0,0.0,0.0,0.06,,0.22,80.0,,61493.8,23,G365D,selfemployed,3.0,0
3792,0.92,0.94,0.34,1.15,0.0,0.0,0.0,0.0,0.05,,-0.02,94.0,,1246304.6,23,G365D,salaried,33.0,0
3793,0.79,1.05,0.94,1.25,0.0,0.0,0.0,0.0,,,-0.74,19.0,,340136.95,24,G365D,agriculture,26.0,0
3794,0.74,0.91,0.88,1.42,0.0,1.0,0.0,0.003968254,-0.09,0.07,-0.41,35.0,,-1054177081.0,24,G365D,selfemployed,47.0,0
3795,0.45,1.36,0.63,2.18,0.0,0.0,0.0,0.0,0.13,-0.13,-0.27,32.0,71.0,2864307.01,24,G365D,salaried,25.0,0
3796,1.0,1.25,,0.0,0.0,1.0,0.0,0.003490401,,-0.17,0.02,104.0,,5347306.15,24,G365D,salaried,34.0,0
3797,0.43,0.84,0.71,0.78,0.0,1.0,0.0,0.0625,-0.03,0.06,-0.34,132.0,,883222.49,22,G365D,selfemployed,2.0,0
3798,0.53,0.91,1.06,1.1,0.0,0.0,0.0,0.0,0.31,0.13,0.6,41.0,,430563.48,23,G365D,selfemployed,2.0,0
3799,0.44,0.9,1.09,0.87,0.0,0.0,0.0,0.0,,-0.52,-0.64,15.0,35.0,28708.12,25,G365D,selfemployed,2.0,0
3800,0.56,1.03,0.93,0.81,0.0,0.0,0.02173913,0.0,-0.2,,-0.37,55.0,,8403.72,24,G365D,agriculture,3.0,0
3801,0.68,0.86,0.71,0.77,1.0,0.0,0.0,0.007633588,-0.13,,1.9,7.0,24.0,15025105.9,24,G365D,selfemployed,23.0,0
3802,0.64,1.67,0.78,2.7,0.0,0.0,0.0,0.0,0.33,1.02,-0.13,50.0,111.0,7370398.64,22,G365D,student,28.0,0
3803,0.65,1.17,0.72,1.34,0.0,0.0,0.0,0.0,-0.05,-0.23,-0.21,443.0,,39810528.58,23,G365D,selfemployed,21.0,0
3804,0.42,1.04,1.48,1.46,0.0,0.0,0.0,0.0,,-0.2,-0.22,21.0,,128267.79,24,G365D,selfemployed,29.0,0
3805,0.81,1.14,0.47,0.55,0.0,0.0,0.0,0.0,0.03,-0.22,-0.17,165.0,,6910835.72,24,G365D,selfemployed,8.0,0
3806,0.67,1.0,0.67,1.33,0.0,0.0,0.0,0.0,-0.08,-0.11,-0.16,175.0,,158377.76,25,G365D,agriculture,32.0,0
3807,0.51,1.1,1.03,1.42,0.0,0.0,0.0,0.0,0.28,-0.34,-0.01,52.0,123.0,108203.8,22,G365D,selfemployed,4.0,0
3808,0.51,1.39,1.03,1.25,0.0,0.0,0.0,0.0,0.13,,-0.54,17.0,,2076725.56,24,G365D,selfemployed,43.0,0
3809,1.0,1.0,1.0,1.0,0.0,1.0,0.005780347,0.008230453,0.0,,-0.15,40.0,,692857.58,25,G365D,selfemployed,43.0,0
3810,0.63,1.2,0.62,1.64,0.0,0.0,0.033333333,0.030075188,,-0.07,0.59,93.0,,462220.95,22,G365D,salaried,38.0,0
3811,0.51,1.18,0.95,1.62,0.0,0.0,0.0,0.0,-0.08,,-0.08,186.0,376.0,263779.43,24,G365D,housewife,21.0,0
3812,0.64,1.32,0.86,1.59,0.0,0.0,0.0,0.0,0.0,0.67,-0.12,31.0,,-11215223.91,23,G365D,salaried,35.0,0
3813,0.54,1.1,1.1,1.5,0.0,0.0,0.0,0.0,-0.08,-0.35,-0.1,122.0,,148347.45,22,G365D,student,36.0,0
3814,0.52,1.05,1.02,0.53,0.0,0.0,0.0,0.0,,0.02,-0.12,42.0,,12049920.36,23,G365D,selfemployed,33.0,0
3815,1.0,1.09,0.98,1.09,0.0,0.0,0.09375,0.107692308,-0.02,,-0.37,85.0,,84087.35,21,G365D,agriculture,46.0,0
3816,1.0,1.01,1.01,1.01,0.0,0.0,0.0,0.0,,,-0.19,,,156926.16,24,G365D,selfemployed,2.0,0
3817,0.35,1.06,1.56,1.96,0.0,0.0,0.0,0.090909091,-0.11,,0.04,104.0,,188608.65,23,G365D,salaried,2.0,0
3818,0.5,0.87,1.03,1.09,0.0,0.0,0.0,0.0,0.02,-0.08,-0.25,209.0,,-28258594.0,22,G365D,selfemployed,26.0,0
3819,0.5,0.96,0.94,0.95,1.0,0.0,0.0,0.810344828,0.17,,-0.26,28.0,,528997.82,23,G365D,salaried,50.0,0
3820,0.44,1.41,0.85,2.01,1.0,0.0,0.03030303,0.069444444,,,-0.21,,,432747.5,23,G365D,student,22.0,0
3821,0.49,0.89,1.01,1.28,0.0,0.0,0.0,0.0,-0.33,,-0.78,2.0,,51763.86,22,G365D,salaried,62.0,0
3822,0.64,1.11,0.86,1.21,1.0,0.0,0.0,0.0,0.02,-0.21,-0.21,76.0,,-144687709.5,21,G365D,selfemployed,48.0,0
3823,0.4,1.0,0.8,2.4,0.0,0.0,0.0,0.0,-0.17,-0.06,1.15,390.0,747.0,1811.14,22,G365D,selfemployed,2.0,0
3824,0.7,1.47,1.0,2.06,0.0,0.0,0.0,0.0,0.22,0.12,-0.06,22.0,,31098.41,21,G365D,selfemployed,2.0,0
3825,0.71,0.85,1.05,1.13,0.0,0.0,0.008130081,0.004672897,-0.33,-0.05,0.11,101.0,255.0,170056.23,23,G365D,salaried,24.0,0
3826,1.0,1.0,,1.5,1.0,1.0,0.0,0.142857143,,-0.01,-0.06,28.0,,414277.32,23,G365D,selfemployed,29.0,0
3827,0.45,1.0,1.26,1.65,0.0,0.0,0.0,0.008928571,-0.2,-0.47,-0.65,77.0,,90765.59,23,G365D,selfemployed,41.0,0
3828,0.46,1.24,0.92,1.38,0.0,0.0,0.0,0.0,-0.04,0.24,0.12,167.0,,164953.29,22,G365D,selfemployed,34.0,0
3829,0.5,1.76,0.91,2.68,0.0,0.0,0.0,0.0,0.14,-0.01,-0.29,166.0,,6364276.0,23,G365D,selfemployed,9.0,0
3830,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01,-0.17,-0.14,221.0,,110242.38,24,G365D,selfemployed,2.0,0
3831,0.83,1.2,0.77,1.52,1.0,0.0,0.035714286,0.0,-0.03,0.39,0.34,218.0,,37262272.9,23,G365D,selfemployed,6.0,0
3832,0.62,1.11,0.74,1.45,1.0,0.0,0.0,0.005813953,-0.32,-0.59,-0.51,97.0,,84491.48,23,G365D,selfemployed,26.0,0
3833,0.52,1.59,0.92,1.09,0.0,0.0,0.0,0.0,,-0.2,-0.31,19.0,,13276807.2,24,G365D,student,22.0,0
3834,0.69,0.8,1.37,0.01,0.0,0.0,0.021052632,0.003355705,,-0.2,-0.31,33.0,,8416345.69,24,G365D,salaried,31.0,0
3835,0.49,1.34,0.62,1.49,0.0,0.0,0.237569061,0.002597403,,,6.91,7.0,7.0,2621969.24,23,G365D,salaried,27.0,0
3836,0.47,1.41,0.9,2.55,0.0,0.0,0.0,0.0,0.05,,-0.56,55.0,,-349922800.7,22,G365D,salaried,35.0,0
3837,0.49,1.16,1.2,1.11,0.0,0.0,0.0,0.0,-0.46,,-0.42,47.0,90.0,16928.93,22,G365D,salaried,30.0,0
3838,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00265252,-0.18,,1.39,21.0,,62204.96,22,G365D,selfemployed,23.0,0
3839,1.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.03,,0.02,109.0,,133715.65,23,G365D,agriculture,51.0,0
3840,0.33,1.02,1.34,1.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,888.0,,128827.11,22,G365D,student,20.0,0
3841,0.54,1.29,0.99,1.91,0.0,0.0,0.0,0.0,0.0,,-0.31,5.0,,1075487.74,23,G365D,selfemployed,37.0,0
3842,0.6,1.59,0.93,2.13,0.0,0.0,0.0,0.0,0.01,-0.26,0.13,21.0,,588215.36,22,G365D,selfemployed,5.0,0
3843,0.62,1.44,1.32,1.55,0.0,0.0,0.0,0.0,0.05,0.52,-0.1,39.0,,-127120719.1,22,G365D,selfemployed,5.0,0
3844,0.76,1.07,1.05,1.18,0.0,0.0,0.0,0.0,-0.12,0.17,0.1,124.0,,3660379.08,23,G365D,selfemployed,5.0,0
3845,0.33,0.81,0.0,2.04,0.0,0.0,0.0,0.0,-0.07,0.09,0.02,122.0,,-78385012.1,23,G365D,housewife,59.0,0
3846,0.53,1.08,1.02,0.92,0.0,0.0,0.0,0.0,-0.14,0.08,0.02,94.0,,101595.43,23,G365D,salaried,5.0,0
3847,0.69,1.11,0.8,1.5,0.0,0.0,0.0,0.0,-0.01,0.13,-0.07,87.0,,-62397660.44,20,G365D,housewife,22.0,0
3848,0.45,1.58,1.09,1.11,0.0,0.0,0.0,0.0,-0.2,,-0.2,63.0,158.0,-1833504555.0,20,G365D,salaried,36.0,0
3849,0.46,1.04,0.99,1.29,0.0,0.0,0.0,0.0,0.02,0.02,0.56,54.0,,231407.19,21,G365D,selfemployed,5.0,0
3850,0.27,1.1,0.56,0.97,0.0,0.0,0.0,0.0,0.52,-0.18,-0.23,59.0,142.0,372625.22,22,G365D,selfemployed,22.0,0
3851,0.48,1.0,1.06,0.76,0.0,0.0,0.0,0.0,0.0,,-0.34,41.0,,354594.48,20,G365D,selfemployed,2.0,0
3852,0.48,1.55,1.06,2.02,0.0,0.0,0.0,0.0,0.04,0.78,0.45,74.0,,83965.27,22,G365D,housewife,28.0,0
3853,0.49,0.97,1.15,0.92,0.0,0.0,0.0,0.0,0.12,0.0,-0.05,122.0,,87419.22,21,G365D,salaried,2.0,0
3854,0.65,0.66,1.0,1.03,0.0,0.0,0.0,0.0,,-0.41,-0.37,32.0,,8318.61,22,G365D,student,27.0,0
3855,0.64,0.86,1.36,0.98,0.0,0.0,0.0,0.0,-0.5,,11.8,3.0,,3275.28,22,G365D,selfemployed,21.0,0
3856,0.44,1.05,1.01,1.12,0.0,0.0,0.0,0.333333333,,-0.11,0.37,39.0,,-1981160038.0,22,G365D,selfemployed,2.0,0
3857,0.75,1.0,0.0,1.5,1.0,0.0,0.166666667,0.0,-0.07,,-0.49,146.0,,1850679.96,22,G365D,agriculture,33.0,0
3858,0.41,1.23,0.91,1.72,0.0,0.0,0.0,0.0,-0.05,,0.0,185.0,,8802.91,20,G365D,agriculture,3.0,0
3859,0.83,1.15,0.94,1.2,0.0,0.0,0.058823529,0.0,-0.21,-0.18,-0.31,13.0,16.0,122514.45,21,G365D,student,25.0,0
3860,1.0,1.03,1.03,1.03,0.0,0.0,0.0,0.0,-0.14,,-0.06,80.0,,-91781240.66,21,G365D,student,25.0,0
3861,0.43,1.25,1.1,1.42,0.0,0.0,0.0,0.0,-0.29,0.47,-0.12,16.0,56.0,2045489.31,21,G365D,selfemployed,42.0,0
3862,0.42,0.92,0.85,0.86,0.0,0.0,0.0,0.0,,0.0,-0.16,106.0,106.0,1288987.82,21,G365D,agriculture,20.0,0
3863,0.41,1.11,1.25,0.63,0.0,0.0,0.0,0.0,0.05,,-0.3,65.0,,18674113.0,23,G365D,selfemployed,8.0,0
3864,0.38,0.68,0.67,0.72,0.0,0.0,0.0,0.0,,1.52,1.63,91.0,200.0,156833.32,21,G365D,selfemployed,2.0,0
3865,0.63,1.2,0.95,1.71,1.0,0.0,0.0,0.0,0.22,0.33,-0.3,47.0,,41822.8,20,G365D,salaried,41.0,0
3866,0.59,1.06,1.33,1.95,1.0,0.0,0.0,0.046428571,-0.02,,-0.07,283.0,,362080.25,21,G365D,student,23.0,0
3867,0.46,1.23,1.08,1.54,0.0,0.0,0.0,0.0,,,,,,178431.59,22,G365D,student,23.0,0
3868,0.36,1.05,2.33,0.49,0.0,0.0,0.0,0.0,,,,,,-3092858.91,20,G365D,student,23.0,0
3869,0.52,0.98,1.42,0.59,0.0,1.0,0.0,0.004405286,-0.04,-0.23,-0.34,43.0,,1068229.08,21,G365D,student,23.0,0
3870,0.58,1.14,1.26,1.22,0.0,0.0,0.0,0.0,,-0.29,-0.49,6.0,,187255.67,22,G365D,selfemployed,6.0,0
3871,0.45,1.1,1.0,,0.0,0.0,0.042735043,0.016304348,0.27,0.68,0.25,87.0,,895473.4,20,G365D,others,19.0,0
3872,0.7,1.33,0.0,2.3,0.0,0.0,0.0,0.0,-0.11,-0.31,-0.35,60.0,,405317.7,21,G365D,selfemployed,25.0,0
3873,0.4,1.5,0.62,1.84,0.0,0.0,0.016666667,0.13986014,-0.28,,-0.43,39.0,,34582.59,21,G365D,salaried,27.0,0
3874,0.46,0.59,1.01,0.73,1.0,1.0,0.2,0.1,0.18,0.02,-0.31,267.0,,32045.01,20,G365D,selfemployed,23.0,0
3875,0.96,1.0,1.04,1.04,0.0,0.0,0.0,0.0,0.11,-0.43,0.13,8.0,,489319.88,22,G365D,agriculture,3.0,0
3876,0.6,1.96,1.17,1.85,0.0,0.0,0.0,0.0,,0.09,-0.06,20.0,,774029.1,22,G365D,salaried,8.0,0
3877,0.49,1.14,1.36,1.56,1.0,0.0,0.0,0.0,,-0.18,0.21,140.0,203.0,5479.96,21,G365D,selfemployed,24.0,0
3878,0.53,1.09,1.05,1.14,0.0,0.0,0.0,0.0,-0.11,,0.27,154.0,,409910.48,21,G365D,salaried,2.0,0
3879,0.65,1.13,0.91,1.19,0.0,0.0,0.0,0.008264463,,,-0.19,,6.0,1644555.05,19,G365D,selfemployed,6.0,0
3880,0.19,1.19,0.99,1.0,0.0,0.0,0.0,0.0,-0.21,,1.65,91.0,,77078.54,19,G365D,housewife,45.0,0
3881,0.24,1.02,0.99,1.39,0.0,0.0,0.0,0.0,,-0.22,-0.28,95.0,,106103.4,20,G365D,selfemployed,2.0,0
